symbol,name,exchange,gatewayName,productClass,size,priceTick
cu1707C42000,cu1707C42000,INE,CTP,期权,5,1.0
ru1707,天然橡胶1707,SHFE,CTP,期货,10,5.0
ru1706,天然橡胶1706,SHFE,CTP,期货,10,5.0
ru1709,天然橡胶1709,SHFE,CTP,期货,10,5.0
ru1708,天然橡胶1708,SHFE,CTP,期货,10,5.0
LR711,晚籼稻711,CZCE,CTP,期货,20,1.0
zn1805,锌1805,SHFE,CTP,期货,5,5.0
sc1903,原油1903,INE,CTP,期货,100,0.2
cu1710C40500,cu1710C40500,INE,CTP,期权,5,1.0
zn1801,锌1801,SHFE,CTP,期货,5,5.0
a1709,黄大豆1号1709,DCE,CTP,期货,10,1.0
zn1803,锌1803,SHFE,CTP,期货,5,5.0
zn1802,锌1802,SHFE,CTP,期货,5,5.0
au1802,黄金1802,SHFE,CTP,期货,1000,0.05
sc1909,原油1909,INE,CTP,期货,100,0.2
ru1805,天然橡胶1805,SHFE,CTP,期货,10,5.0
au1707C55,au1707C55,INE,CTP,期权,1000,0.01
cu1708P41500,cu1708P41500,INE,CTP,期权,5,1.0
cu1711C35000,cu1711C35000,INE,CTP,期权,5,1.0
cu1709C44000,cu1709C44000,INE,CTP,期权,5,1.0
au1712C95,au1712C95,INE,CTP,期权,1000,0.01
SF710,硅铁710,CZCE,CTP,期货,5,2.0
SF711,硅铁711,CZCE,CTP,期货,5,2.0
SF712,硅铁712,CZCE,CTP,期货,5,2.0
cu1707P32500,cu1707P32500,INE,CTP,期权,5,1.0
cu1707P45000,cu1707P45000,INE,CTP,期权,5,1.0
cu1710P46000,cu1710P46000,INE,CTP,期权,5,1.0
